index,CPIAUCSL_QoQ,CPILFESL_QoQ,PPIACO_QoQ,CL=F_QoQ,GDP_QoQ,GDPC1_QoQ,INDPRO_QoQ,UNRATE_QoQ,PAYEMS_QoQ,MANEMP_QoQ,ICSA_QoQ,IC4WSA_QoQ,RRSFS_QoQ,^GSPC_QoQ,^VIX_QoQ,DX-Y.NYB_QoQ,M2SL_QoQ,TB6SMFFM,T10Y2Y,T2Y3M,T5Y2Y,prev1_decision,prev2_decision,unemp_idx,b_idx,ir_idx,pmi_QoQ
2011-06-30,0.7890748993481189,0.5562666141577299,2.359437751004023,-10.588458510592357,1.3424857381531652,0.6765822931436682,0.08609277161257811,1.1111111111111072,0.49435566185767055,0.43743031134746424,5.513784461152893,3.0172413793103425,0.43194126070278394,-0.39144849477483756,-6.8771100850899,-2.0564164856872957,2.3385747741719642,0.01,2.73,0.37,1.1700000000000002,0.09,0.1,108.0,97.0,61.0,-4.452054794520555
2011-09-30,0.7966869211675887,0.6324071972478418,-0.09808729769495983,-16.9985344078344,0.5794039789969396,-0.022312735917140447,1.036796658773631,-1.098901098901095,0.31304242369116775,0.3586678052946102,-3.562945368171022,-0.11954572624028881,0.3555670296657931,-14.327899246146691,160.0484134023335,5.720053600858432,4.016694454433489,-0.04,1.67,0.19999999999999998,0.6900000000000001,0.1,0.07,92.0,76.0,61.0,-3.7634408602150393
2011-12-31,0.276261380336007,0.5691718483269881,-1.9145802650957222,24.785360655557675,1.2435006339597932,1.1230490567579965,1.217055829871061,-5.555555555555558,0.41104999093271033,0.26378488767868635,-7.389162561576357,-10.353081986834233,0.7390170605362512,11.152350739750894,-45.53072598414485,2.062374352958418,1.3839271683446341,-0.02,1.64,0.25,0.63,0.08,0.07,98.0,86.0,75.0,-1.3035381750465591
2012-03-31,0.6971125282211554,0.47184538598536996,2.202202202202197,4.2395980313491455,1.4300107074376234,0.838590819971663,0.39508883780461357,-3.529411764705892,0.6471615194750369,0.8232198930662848,-4.78723404255319,-2.6702269692923886,1.8595257164745638,11.996660149972938,-33.76068268084212,-1.546710605077517,1.744270155206995,0.01,1.9,0.26,0.6799999999999999,0.1,0.08,116.0,104.0,73.0,0.9433962264151052
2012-06-30,-0.12368502711892493,0.5011423419322591,-2.1547502448579725,-17.530574788471665,0.8607360659364405,0.4463347461653111,0.9485205709557354,0.0,0.19738612913837716,0.3198653198653201,3.910614525139655,4.183813443072704,-1.3657652729821224,-3.287960516497135,10.193547894877764,3.4460930066976925,1.6940545591192402,-0.01,1.34,0.19999999999999998,0.42,0.16,0.14,116.0,101.0,69.0,-7.476635514018692
2012-09-30,1.0900386830267284,0.45117431616170656,2.302302302302306,8.50989104854516,0.6936829904643727,0.14402799732293747,-0.26170329760517586,-4.8780487804877986,0.3768319254991992,0.13425071320691817,1.0752688172043001,1.2508229098090906,1.3627252193704642,5.763640673315229,-7.903983533372294,-2.094303799774788,2.0333566363727185,0.0,1.42,0.15000000000000002,0.41000000000000003,0.13,0.16,114.0,99.0,75.0,2.626262626262621
2012-12-31,0.08917169880744424,0.4621540889364839,-1.4187866927592996,-0.4013480169036687,0.6181423852545942,0.11564055376036553,0.9943253409475439,1.2820512820512997,0.41407405755407023,0.04189710072062258,-3.7234042553191515,-7.672301690507155,0.7260583126267983,-1.0050949972839285,14.558175347548508,-0.2126667414908523,2.523344361137747,-0.04,1.53,0.19,0.43999999999999995,0.16,0.16,115.0,102.0,72.0,-1.3779527559054985
2013-03-31,0.45886835538295756,0.46132268853167346,1.2406947890818865,5.8919665433350366,1.3871144213798425,0.9865606638638447,0.8744413800408246,-5.063291139240511,0.4553059804255355,0.31828461345171366,3.5911602209944826,-0.07042253521126751,0.8486947075398099,10.026714945065397,-29.522755346027118,4.036606940214793,0.9403879935843573,-0.03,1.62,0.17,0.5599999999999999,0.15,0.14,107.0,94.0,64.0,3.592814371257469
2013-06-30,0.07017332380467867,0.23883777073292478,0.14705882352941124,-0.6890936698626171,0.48352406378857626,0.26763633481292626,0.17678475875089195,0.0,0.434817855537295,0.04174668113885449,-9.333333333333337,-2.959830866807611,0.2721019737211172,2.363645528939995,32.75591231152259,0.21689397494775164,1.1293022727917545,0.0,2.16,0.28,0.8699999999999999,0.11,0.15,110.0,98.0,61.0,-1.541425818882458
2013-09-30,0.4728000172083746,0.5785301049924918,-0.19579050416055344,5.975563813534301,1.3458976188627236,0.851393569084391,0.8051633658227475,-3.9999999999999925,0.397713514187803,0.23368385912201362,-6.176470588235294,-8.787218591140157,0.05930833058238605,4.685983649077574,-1.542112808241558,-3.5469484347586344,1.474893147405143,-0.04,2.31,0.38,1.2000000000000002,0.08,0.09,102.0,95.0,42.0,6.849315068493156
2013-12-31,0.5031171856266781,0.451214316148274,-0.9318293281020185,-3.8209748774994945,1.4048795322923358,0.8717417534272576,0.35292588556401494,-6.944444444444442,0.40344683930098046,0.41631973355538143,4.0752351097178785,10.191082802547768,0.7241392807815217,9.920010209609131,-17.349397881073603,-0.22438332390516402,1.8230414746543744,0.01,2.66,0.27,1.24,0.08,0.09,96.0,90.0,46.0,3.4798534798534675
2014-03-31,0.5576881292098212,0.36732425909509203,2.4752475247524774,3.210733307152669,0.03326543554891259,-0.34509598528477126,1.36439715464165,0.0,0.44550239129959035,0.29850746268655914,-0.6024096385542133,-7.080924855491332,0.9360010659086981,1.2973652675233094,1.16617962316381,0.07495946765052608,1.5505349481344854,0.0,2.29,0.35000000000000003,1.2399999999999998,0.07,0.07,100.0,88.0,45.0,-1.0619469026548645
2014-06-30,0.509685291575579,0.5122028526148847,0.6280193236715137,3.7310502532090783,1.8651871542641363,1.2918421292132942,0.8196100979423804,-8.955223880597018,0.626155016849661,0.4133597883597906,-6.666666666666665,-2.488335925349927,0.9548219609051056,4.694126934898324,-16.642654182785975,-0.399500250836593,1.4671408580010814,-0.04,2.06,0.41000000000000003,1.23,0.09,0.09,103.0,99.0,46.0,-1.610017889087656
